order_id,order_dt,store_code,channel,customer_ext_id,currency
100133,2025-08-19,SEOUL_CHANEL_09,E_COM,CUST_012929,SGD
100134,2025-08-12,NEWYORK_CHANEL_03,E_COM,CUST_001379,GBP
100135,2025-08-31,LONDRES_CHANEL_02,E_COM,CUST_014496,KRW
100136,2025-08-09,BERLIN_CHANEL_08,BOUTIQUE,CUST_006622,SGD
100137,2025-08-18,MILAN_CHANEL_05,E_COM,CUST_004499,EUR
100138,2025-08-20,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_007945,EUR
100139,2025-08-22,SEOUL_CHANEL_09,BOUTIQUE,CUST_007630,EUR
100140,2025-08-04,MADRID_CHANEL_07,E_COM,CUST_015480,EUR
100141,2025-08-22,NEWYORK_CHANEL_03,BOUTIQUE,CUST_018034,USD
100142,2025-08-14,BERLIN_CHANEL_08,E_COM,CUST_006536,SGD
100143,2025-08-31,MILAN_CHANEL_05,E_COM,CUST_009353,KRW
100144,2025-08-02,LONDRES_CHANEL_02,BOUTIQUE,CUST_017536,KRW
100145,2025-08-24,PARIS_CHANEL_01,BOUTIQUE,CUST_013694,SGD
100146,2025-08-06,PARIS_CHANEL_01,E_COM,CUST_016233,USD
100147,2025-08-30,MILAN_CHANEL_05,BOUTIQUE,CUST_000304,GBP
100148,2025-08-19,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_010979,GBP
100149,2025-08-15,SEOUL_CHANEL_09,E_COM,CUST_004398,SGD
100150,2025-08-17,BERLIN_CHANEL_08,E_COM,CUST_006319,SGD
100151,2025-08-04,DUBAI_CHANEL_06,BOUTIQUE,CUST_015038,KRW
100152,2025-08-09,NEWYORK_CHANEL_03,BOUTIQUE,CUST_011047,SGD
100153,2025-08-10,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_005751,AED
100154,2025-08-28,MADRID_CHANEL_07,E_COM,CUST_016885,GBP
100155,2025-08-03,MADRID_CHANEL_07,BOUTIQUE,CUST_006055,USD
100156,2025-08-16,DUBAI_CHANEL_06,BOUTIQUE,CUST_000224,GBP
100157,2025-08-13,TOKYO_CHANEL_04,E_COM,CUST_008749,GBP
100158,2025-08-10,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_008571,KRW
100159,2025-08-12,TOKYO_CHANEL_04,BOUTIQUE,CUST_003874,JPY
100160,2025-08-10,NEWYORK_CHANEL_03,E_COM,CUST_016467,KRW
100161,2025-08-25,MILAN_CHANEL_05,BOUTIQUE,CUST_009668,GBP
100162,2025-08-20,TOKYO_CHANEL_04,BOUTIQUE,CUST_004377,JPY
100163,2025-08-05,BERLIN_CHANEL_08,E_COM,CUST_013627,KRW
100164,2025-08-18,BERLIN_CHANEL_08,BOUTIQUE,CUST_008109,KRW
100165,2025-08-25,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_017220,JPY
100166,2025-08-17,DUBAI_CHANEL_06,BOUTIQUE,CUST_018487,EUR
100167,2025-08-02,SEOUL_CHANEL_09,BOUTIQUE,CUST_018767,AED
100168,2025-08-05,NEWYORK_CHANEL_03,E_COM,CUST_017051,JPY
100169,2025-08-04,TOKYO_CHANEL_04,E_COM,CUST_002980,AED
100170,2025-08-15,PARIS_CHANEL_01,E_COM,CUST_004324,AED
100171,2025-08-14,BERLIN_CHANEL_08,BOUTIQUE,CUST_018311,JPY
100172,2025-08-22,MILAN_CHANEL_05,BOUTIQUE,CUST_012975,GBP
100173,2025-08-27,PARIS_CHANEL_01,BOUTIQUE,CUST_018951,EUR
100174,2025-08-02,MADRID_CHANEL_07,E_COM,CUST_002090,AED
100175,2025-08-02,LONDRES_CHANEL_02,E_COM,CUST_001040,GBP
100176,2025-08-14,NEWYORK_CHANEL_03,BOUTIQUE,CUST_013775,GBP
100177,2025-08-29,MADRID_CHANEL_07,E_COM,CUST_012370,JPY
100178,2025-08-03,SEOUL_CHANEL_09,BOUTIQUE,CUST_011396,EUR
100179,2025-08-06,SEOUL_CHANEL_09,E_COM,CUST_017330,USD
100180,2025-08-24,TOKYO_CHANEL_04,BOUTIQUE,CUST_000745,GBP
100181,2025-08-15,SEOUL_CHANEL_09,E_COM,CUST_017431,JPY
100182,2025-08-27,TOKYO_CHANEL_04,BOUTIQUE,CUST_015094,GBP
100183,2025-08-05,MILAN_CHANEL_05,BOUTIQUE,CUST_003698,EUR
100184,2025-08-26,MADRID_CHANEL_07,BOUTIQUE,CUST_007887,USD
100185,2025-08-03,LONDRES_CHANEL_02,BOUTIQUE,CUST_014629,AED
100186,2025-08-22,PARIS_CHANEL_01,BOUTIQUE,CUST_001450,JPY
100187,2025-08-15,TOKYO_CHANEL_04,BOUTIQUE,CUST_001850,USD
100188,2025-08-17,MILAN_CHANEL_05,BOUTIQUE,CUST_018878,GBP
100189,2025-08-19,SINGAPORE_CHANEL_10,E_COM,CUST_007763,GBP
100190,2025-08-29,NEWYORK_CHANEL_03,BOUTIQUE,CUST_013552,GBP
100191,2025-08-09,PARIS_CHANEL_01,BOUTIQUE,CUST_013999,AED
100192,2025-08-16,PARIS_CHANEL_01,E_COM,CUST_012490,SGD
100193,2025-08-17,DUBAI_CHANEL_06,E_COM,CUST_013378,USD
100194,2025-08-10,MADRID_CHANEL_07,BOUTIQUE,CUST_017627,JPY
100195,2025-08-08,TOKYO_CHANEL_04,E_COM,CUST_004731,SGD
100196,2025-08-15,PARIS_CHANEL_01,E_COM,CUST_013649,AED
100197,2025-08-17,NEWYORK_CHANEL_03,E_COM,CUST_007958,GBP
100198,2025-08-07,DUBAI_CHANEL_06,BOUTIQUE,CUST_014739,SGD
100199,2025-08-12,LONDRES_CHANEL_02,BOUTIQUE,CUST_001689,GBP
100200,2025-08-13,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_002385,USD
100201,2025-08-26,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_015709,USD
100202,2025-08-28,DUBAI_CHANEL_06,E_COM,CUST_000503,USD
100203,2025-08-30,TOKYO_CHANEL_04,BOUTIQUE,CUST_015694,USD
100204,2025-08-23,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_012997,USD
100205,2025-08-18,DUBAI_CHANEL_06,E_COM,CUST_012474,JPY
100206,2025-08-18,DUBAI_CHANEL_06,E_COM,CUST_008571,GBP
100207,2025-08-17,BERLIN_CHANEL_08,E_COM,CUST_003232,SGD
100208,2025-08-24,BERLIN_CHANEL_08,E_COM,CUST_006657,GBP
100209,2025-08-11,MADRID_CHANEL_07,BOUTIQUE,CUST_018433,SGD
100210,2025-08-08,NEWYORK_CHANEL_03,BOUTIQUE,CUST_008546,AED
100211,2025-08-30,SINGAPORE_CHANEL_10,E_COM,CUST_009673,USD
100212,2025-08-07,DUBAI_CHANEL_06,BOUTIQUE,CUST_012447,AED
100213,2025-08-27,TOKYO_CHANEL_04,E_COM,CUST_018044,KRW
100214,2025-08-31,DUBAI_CHANEL_06,E_COM,CUST_016012,KRW
100215,2025-08-21,BERLIN_CHANEL_08,E_COM,CUST_005513,KRW
100216,2025-08-26,DUBAI_CHANEL_06,BOUTIQUE,CUST_004587,KRW
100217,2025-08-18,BERLIN_CHANEL_08,BOUTIQUE,CUST_017765,KRW
100218,2025-08-31,PARIS_CHANEL_01,BOUTIQUE,CUST_002436,SGD
100219,2025-08-22,PARIS_CHANEL_01,BOUTIQUE,CUST_013514,USD
100220,2025-08-27,TOKYO_CHANEL_04,BOUTIQUE,CUST_004949,EUR
100221,2025-08-07,SEOUL_CHANEL_09,E_COM,CUST_012230,EUR
100222,2025-08-20,SINGAPORE_CHANEL_10,E_COM,CUST_015987,EUR
100223,2025-08-01,SEOUL_CHANEL_09,E_COM,CUST_000389,EUR
100224,2025-08-17,MILAN_CHANEL_05,E_COM,CUST_000562,AED
100225,2025-08-27,MADRID_CHANEL_07,BOUTIQUE,CUST_003507,EUR
100226,2025-08-17,NEWYORK_CHANEL_03,BOUTIQUE,CUST_006290,AED
100227,2025-08-17,MILAN_CHANEL_05,E_COM,CUST_008760,SGD
100228,2025-08-13,LONDRES_CHANEL_02,E_COM,CUST_013305,JPY
100229,2025-08-19,TOKYO_CHANEL_04,BOUTIQUE,CUST_009830,KRW
100230,2025-08-27,LONDRES_CHANEL_02,BOUTIQUE,CUST_003064,JPY
100231,2025-08-13,MADRID_CHANEL_07,E_COM,CUST_001839,KRW
100232,2025-08-01,NEWYORK_CHANEL_03,BOUTIQUE,CUST_016380,SGD
100233,2025-08-14,DUBAI_CHANEL_06,BOUTIQUE,CUST_017307,EUR
100234,2025-08-08,TOKYO_CHANEL_04,E_COM,CUST_008884,EUR
100235,2025-08-30,LONDRES_CHANEL_02,E_COM,CUST_017795,AED
100236,2025-08-22,PARIS_CHANEL_01,BOUTIQUE,CUST_010306,EUR
100237,2025-08-31,TOKYO_CHANEL_04,BOUTIQUE,CUST_013052,EUR
100238,2025-08-10,NEWYORK_CHANEL_03,BOUTIQUE,CUST_018570,SGD
100239,2025-08-28,MADRID_CHANEL_07,E_COM,CUST_012578,SGD
100240,2025-08-24,NEWYORK_CHANEL_03,BOUTIQUE,CUST_016410,KRW
100241,2025-08-12,PARIS_CHANEL_01,BOUTIQUE,CUST_014323,USD
100242,2025-08-27,LONDRES_CHANEL_02,E_COM,CUST_019831,SGD
100243,2025-08-20,SINGAPORE_CHANEL_10,E_COM,CUST_010695,EUR
100244,2025-08-21,MILAN_CHANEL_05,E_COM,CUST_016077,USD
100245,2025-08-12,SEOUL_CHANEL_09,E_COM,CUST_014151,USD
100246,2025-08-22,SINGAPORE_CHANEL_10,E_COM,CUST_002809,SGD
100247,2025-08-20,MILAN_CHANEL_05,BOUTIQUE,CUST_002409,EUR
100248,2025-08-09,NEWYORK_CHANEL_03,E_COM,CUST_005056,KRW
100249,2025-08-13,DUBAI_CHANEL_06,E_COM,CUST_003492,EUR
100250,2025-08-01,MILAN_CHANEL_05,E_COM,CUST_011794,SGD
100251,2025-08-09,LONDRES_CHANEL_02,BOUTIQUE,CUST_002861,USD
100252,2025-08-14,BERLIN_CHANEL_08,E_COM,CUST_003385,EUR
100253,2025-08-03,DUBAI_CHANEL_06,BOUTIQUE,CUST_019561,AED
100254,2025-08-26,DUBAI_CHANEL_06,E_COM,CUST_000405,GBP
100255,2025-08-14,MADRID_CHANEL_07,BOUTIQUE,CUST_018335,USD
100256,2025-08-19,SEOUL_CHANEL_09,BOUTIQUE,CUST_012476,USD
100257,2025-08-05,MILAN_CHANEL_05,E_COM,CUST_008796,JPY
100258,2025-08-05,LONDRES_CHANEL_02,BOUTIQUE,CUST_014244,GBP
100259,2025-08-14,MILAN_CHANEL_05,E_COM,CUST_002521,GBP
100260,2025-08-09,TOKYO_CHANEL_04,E_COM,CUST_019458,AED
100261,2025-08-07,BERLIN_CHANEL_08,BOUTIQUE,CUST_004440,GBP
100262,2025-08-01,MADRID_CHANEL_07,E_COM,CUST_012449,SGD
100263,2025-08-28,DUBAI_CHANEL_06,E_COM,CUST_010969,JPY
100264,2025-08-27,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_009845,GBP
100265,2025-08-20,TOKYO_CHANEL_04,E_COM,CUST_010296,USD
100266,2025-08-31,MADRID_CHANEL_07,E_COM,CUST_009551,KRW
100267,2025-08-23,BERLIN_CHANEL_08,BOUTIQUE,CUST_010679,JPY
100268,2025-08-09,MADRID_CHANEL_07,E_COM,CUST_003732,AED
100269,2025-08-07,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_018026,EUR
100270,2025-08-31,BERLIN_CHANEL_08,BOUTIQUE,CUST_014368,SGD
100271,2025-08-10,LONDRES_CHANEL_02,E_COM,CUST_016362,USD
100272,2025-08-21,MILAN_CHANEL_05,BOUTIQUE,CUST_008280,KRW
100273,2025-08-05,MADRID_CHANEL_07,E_COM,CUST_002424,JPY
100274,2025-08-20,BERLIN_CHANEL_08,E_COM,CUST_017511,AED
100275,2025-08-30,MADRID_CHANEL_07,BOUTIQUE,CUST_011782,KRW
100276,2025-08-29,SEOUL_CHANEL_09,BOUTIQUE,CUST_003584,SGD
100277,2025-08-08,DUBAI_CHANEL_06,BOUTIQUE,CUST_001452,AED
100278,2025-08-21,MADRID_CHANEL_07,E_COM,CUST_014106,EUR
100279,2025-08-01,LONDRES_CHANEL_02,E_COM,CUST_007275,AED
100280,2025-08-24,SEOUL_CHANEL_09,BOUTIQUE,CUST_014608,GBP
100281,2025-08-13,BERLIN_CHANEL_08,BOUTIQUE,CUST_011304,EUR
100282,2025-08-16,LONDRES_CHANEL_02,E_COM,CUST_013631,EUR
100283,2025-08-04,NEWYORK_CHANEL_03,E_COM,CUST_010221,GBP
100284,2025-08-15,TOKYO_CHANEL_04,E_COM,CUST_011414,JPY
100285,2025-08-04,BERLIN_CHANEL_08,E_COM,CUST_010451,EUR
100286,2025-08-10,PARIS_CHANEL_01,BOUTIQUE,CUST_000741,SGD
100287,2025-08-11,LONDRES_CHANEL_02,BOUTIQUE,CUST_007993,AED
100288,2025-08-06,SEOUL_CHANEL_09,BOUTIQUE,CUST_010846,AED
100289,2025-08-14,BERLIN_CHANEL_08,BOUTIQUE,CUST_013273,KRW
100290,2025-08-06,NEWYORK_CHANEL_03,E_COM,CUST_012963,EUR
100291,2025-08-24,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_014732,AED
100292,2025-08-14,MADRID_CHANEL_07,BOUTIQUE,CUST_007039,USD
100293,2025-08-09,LONDRES_CHANEL_02,BOUTIQUE,CUST_017593,USD
100294,2025-08-12,DUBAI_CHANEL_06,BOUTIQUE,CUST_014994,EUR
100295,2025-08-09,BERLIN_CHANEL_08,E_COM,CUST_019562,JPY
100296,2025-08-20,MADRID_CHANEL_07,BOUTIQUE,CUST_011401,GBP
100297,2025-08-28,BERLIN_CHANEL_08,BOUTIQUE,CUST_009747,AED
100298,2025-08-19,LONDRES_CHANEL_02,BOUTIQUE,CUST_010263,EUR
100299,2025-08-08,MILAN_CHANEL_05,BOUTIQUE,CUST_005999,GBP
100300,2025-08-23,NEWYORK_CHANEL_03,E_COM,CUST_013705,AED
100301,2025-08-05,SINGAPORE_CHANEL_10,E_COM,CUST_013863,USD
100302,2025-08-16,SEOUL_CHANEL_09,BOUTIQUE,CUST_018184,USD
100303,2025-08-16,MILAN_CHANEL_05,BOUTIQUE,CUST_006131,GBP
100304,2025-08-27,BERLIN_CHANEL_08,BOUTIQUE,CUST_011765,EUR
100305,2025-08-16,NEWYORK_CHANEL_03,BOUTIQUE,CUST_012582,AED
100306,2025-08-17,BERLIN_CHANEL_08,E_COM,CUST_016113,JPY
100307,2025-08-23,BERLIN_CHANEL_08,E_COM,CUST_005481,EUR
100308,2025-08-19,PARIS_CHANEL_01,BOUTIQUE,CUST_009572,EUR
100309,2025-08-09,TOKYO_CHANEL_04,E_COM,CUST_005512,SGD
100310,2025-08-15,SINGAPORE_CHANEL_10,E_COM,CUST_018014,AED
100311,2025-08-04,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_008779,SGD
100312,2025-08-18,DUBAI_CHANEL_06,BOUTIQUE,CUST_014463,AED
100313,2025-08-07,MADRID_CHANEL_07,BOUTIQUE,CUST_008112,GBP
100314,2025-08-28,PARIS_CHANEL_01,E_COM,CUST_008612,GBP
100315,2025-08-28,LONDRES_CHANEL_02,E_COM,CUST_003847,SGD
100316,2025-08-26,TOKYO_CHANEL_04,BOUTIQUE,CUST_019266,KRW
100317,2025-08-12,SINGAPORE_CHANEL_10,E_COM,CUST_005439,AED
100318,2025-08-05,TOKYO_CHANEL_04,BOUTIQUE,CUST_001946,AED
100319,2025-08-12,SEOUL_CHANEL_09,E_COM,CUST_019558,AED
100320,2025-08-06,DUBAI_CHANEL_06,E_COM,CUST_009481,AED
100321,2025-08-09,SEOUL_CHANEL_09,BOUTIQUE,CUST_004443,SGD
100322,2025-08-26,MADRID_CHANEL_07,BOUTIQUE,CUST_009088,SGD
100323,2025-08-21,NEWYORK_CHANEL_03,BOUTIQUE,CUST_008182,USD
100324,2025-08-23,DUBAI_CHANEL_06,BOUTIQUE,CUST_012869,JPY
100325,2025-08-05,SINGAPORE_CHANEL_10,E_COM,CUST_013574,JPY
100326,2025-08-15,LONDRES_CHANEL_02,BOUTIQUE,CUST_013201,AED
100327,2025-08-24,MILAN_CHANEL_05,E_COM,CUST_014900,JPY
100328,2025-08-11,SINGAPORE_CHANEL_10,BOUTIQUE,CUST_003053,KRW
100329,2025-08-15,DUBAI_CHANEL_06,BOUTIQUE,CUST_017513,JPY
100330,2025-08-07,MADRID_CHANEL_07,BOUTIQUE,CUST_016211,GBP
100331,2025-08-11,MILAN_CHANEL_05,E_COM,CUST_017935,AED
100332,2025-08-05,SINGAPORE_CHANEL_10,E_COM,CUST_011264,KRW
