order_id,order_item_id,sku,qty,unit_price,discount_amount,tax_amount
100033,4,SKU_0373,3,3269.28,0.0,1833.6
100034,1,SKU_0445,2,395.94,0.0,164.46
100034,2,SKU_0421,1,2311.72,0.0,470.32
100034,3,SKU_0176,2,432.79,5.4,158.51
100034,4,SKU_0056,1,694.92,89.74,145.65
100035,1,SKU_0091,2,4907.2,0.0,1625.18
100036,1,SKU_0462,3,1873.38,1.34,1075.26
100036,2,SKU_0190,1,3525.0,227.38,730.99
100037,1,SKU_0180,3,405.57,0.0,225.74
100037,2,SKU_0131,2,1690.12,0.0,598.29
100037,3,SKU_0449,3,3999.41,0.0,2335.81
100037,4,SKU_0061,3,1212.66,0.0,671.32
100038,1,SKU_0080,2,2114.92,81.21,820.08
100039,1,SKU_0349,2,622.71,39.18,212.62
100039,2,SKU_0287,3,1543.97,0.0,956.27
100039,3,SKU_0204,3,2185.33,0.0,1343.12
100040,1,SKU_0401,3,3902.38,59.6,2425.31
100040,2,SKU_0411,3,353.55,0.0,179.93
100040,3,SKU_0494,3,1153.43,0.0,651.57
100040,4,SKU_0308,2,2785.91,0.0,918.25
100041,1,SKU_0371,2,1583.78,0.0,642.05
100042,1,SKU_0485,1,813.3,0.0,171.63
100043,1,SKU_0100,1,2531.77,0.0,498.53
100043,2,SKU_0346,1,4345.57,0.0,717.93
100043,3,SKU_0142,2,1149.07,0.0,439.09
100044,1,SKU_0471,1,2155.98,0.0,389.91
100045,1,SKU_0116,3,3339.58,228.35,1948.59
100045,2,SKU_0134,1,1615.73,0.0,307.3
100045,3,SKU_0175,1,3472.28,0.0,700.19
100046,1,SKU_0289,2,1602.17,182.28,643.74
100046,2,SKU_0460,3,1893.55,0.0,931.93
100046,3,SKU_0325,1,3765.55,0.0,695.67
100046,4,SKU_0181,3,2647.9,0.0,1389.32
100047,1,SKU_0205,3,3773.65,0.0,2135.06
100048,1,SKU_0112,3,423.01,0.0,241.04
100048,2,SKU_0103,1,4700.5,0.0,816.72
100048,3,SKU_0428,1,4549.0,0.0,760.56
100049,1,SKU_0347,3,3280.98,0.0,2075.69
100050,1,SKU_0318,2,251.73,0.0,95.38
100050,2,SKU_0392,3,4068.45,0.0,1992.51
100050,3,SKU_0410,2,1449.19,0.0,532.21
100051,1,SKU_0235,1,1642.63,0.0,263.99
100051,2,SKU_0108,2,1346.2,0.0,461.02
100052,1,SKU_0122,2,1684.88,0.0,576.35
100052,2,SKU_0218,1,3229.96,0.0,682.36
100052,3,SKU_0144,2,1463.69,0.0,611.39
100053,1,SKU_0412,1,2111.82,0.0,356.37
100053,2,SKU_0492,3,3698.35,0.0,2055.82
100053,3,SKU_0069,3,951.34,103.1,508.02
100054,1,SKU_0204,1,2970.3,0.0,560.18
100055,1,SKU_0231,3,2140.97,0.0,1160.29
100056,1,SKU_0063,2,455.08,0.0,177.13
100056,2,SKU_0333,3,2130.5,0.0,1158.82
100056,3,SKU_0345,3,785.18,0.0,430.74
100056,4,SKU_0147,2,1606.03,0.0,637.38
100057,1,SKU_0216,3,113.32,0.0,56.01
100057,2,SKU_0176,1,371.43,0.0,72.92
100057,3,SKU_0203,2,1407.85,0.0,576.86
100058,1,SKU_0212,1,439.06,0.0,87.69
100058,2,SKU_0482,3,2464.72,0.0,1359.21
100058,3,SKU_0049,1,5573.04,0.0,900.5
100058,4,SKU_0204,3,3076.08,0.0,1818.76
100059,1,SKU_0336,2,3410.97,0.0,1272.9
100060,1,SKU_0068,3,1402.25,0.0,890.24
100060,2,SKU_0167,2,4286.59,0.0,1653.88
100061,1,SKU_0497,3,2470.19,219.33,1466.28
100061,2,SKU_0326,3,385.71,0.0,248.25
100062,1,SKU_0277,1,3001.61,0.0,554.49
100062,2,SKU_0080,2,1454.11,0.0,525.32
100062,3,SKU_0241,3,451.93,62.59,241.3
100062,4,SKU_0393,2,3660.39,0.0,1412.13
100063,1,SKU_0211,3,2738.1,103.39,1722.58
100063,2,SKU_0113,2,198.38,0.0,70.26
100064,1,SKU_0212,1,624.68,0.0,104.09
100064,2,SKU_0234,3,1062.47,111.93,545.9
100064,3,SKU_0010,1,2541.05,0.0,554.81
100065,1,SKU_0138,1,620.38,0.0,102.62
100065,2,SKU_0008,2,1719.57,108.98,756.19
100065,3,SKU_0238,3,1848.93,0.0,906.14
100066,1,SKU_0037,3,754.19,0.0,472.96
100066,2,SKU_0425,1,1447.99,0.0,265.11
100066,3,SKU_0500,2,1524.69,0.0,572.22
100066,4,SKU_0395,1,4749.69,699.73,870.84
100067,1,SKU_0480,2,2971.55,0.0,1041.22
100067,2,SKU_0327,2,2506.1,0.0,1094.65
100067,3,SKU_0121,3,999.51,0.0,584.96
100068,1,SKU_0405,1,431.53,3.68,86.87
100068,2,SKU_0080,2,2237.82,84.24,740.65
100068,3,SKU_0317,2,3356.89,0.0,1098.28
100068,4,SKU_0331,1,1273.52,0.0,241.04
100069,1,SKU_0286,3,2562.75,309.85,1568.34
100069,2,SKU_0011,3,728.55,0.0,467.55
100069,3,SKU_0249,3,2946.84,130.98,1515.15
100070,1,SKU_0279,2,2618.6,0.0,859.6
100070,2,SKU_0080,2,1748.03,0.0,654.62
100071,1,SKU_0376,1,5228.51,0.0,1080.01
100071,2,SKU_0123,2,5165.16,510.37,1770.54
100071,3,SKU_0350,2,3135.25,0.0,1124.65
100071,4,SKU_0329,2,1458.39,0.0,474.35
100072,1,SKU_0092,1,2717.37,0.0,439.97
100072,2,SKU_0329,2,1986.97,0.0,647.53
100073,1,SKU_0311,3,3023.91,0.0,1808.4
100073,2,SKU_0476,1,2404.43,0.0,465.21
100074,1,SKU_0421,2,2507.15,0.0,961.45
100074,2,SKU_0376,1,5117.49,0.0,1113.75
100074,3,SKU_0050,1,3203.46,0.0,549.67
100074,4,SKU_0337,1,1876.9,266.81,384.33
100075,1,SKU_0346,2,5192.12,0.0,1765.41
100075,2,SKU_0093,3,579.6,0.0,333.91
100075,3,SKU_0308,2,4368.52,0.0,1840.82
100076,1,SKU_0392,3,4432.42,0.0,2576.86
100076,2,SKU_0110,2,3900.64,0.0,1416.72
100076,3,SKU_0232,2,3831.43,0.0,1677.99
100076,4,SKU_0306,1,2215.88,0.0,355.41
100077,1,SKU_0110,2,2560.61,0.0,1101.81
100077,2,SKU_0262,3,3022.68,0.0,1471.42
100078,1,SKU_0080,1,1716.39,0.0,298.62
100078,2,SKU_0416,2,2666.9,0.0,1088.39
100078,3,SKU_0371,2,1490.16,0.0,583.29
100079,1,SKU_0020,3,2132.84,0.0,1377.68
100079,2,SKU_0172,2,5119.48,0.0,2172.58
100079,3,SKU_0117,3,4852.77,0.0,2883.03
100080,1,SKU_0028,2,1958.8,0.0,703.64
100080,2,SKU_0358,1,2453.92,248.28,535.6
100080,3,SKU_0386,3,4640.18,63.61,2469.32
100080,4,SKU_0202,1,3220.8,0.0,621.26
100081,1,SKU_0044,2,2183.23,0.0,898.28
100081,2,SKU_0247,3,540.63,0.0,314.11
100081,3,SKU_0377,3,2630.08,29.19,1415.55
100082,1,SKU_0058,3,3245.5,0.0,1745.21
100083,1,SKU_0395,2,3879.72,204.17,1531.64
100084,1,SKU_0023,1,2451.68,0.0,408.8
100084,2,SKU_0028,1,2390.95,0.0,384.52
100084,3,SKU_0356,1,2729.26,0.0,470.91
100084,4,SKU_0276,1,2817.62,0.0,543.6
100085,1,SKU_0356,3,3310.52,0.0,1741.27
100085,2,SKU_0031,2,3544.89,0.0,1156.95
100086,1,SKU_0035,2,1897.48,0.0,803.99
100087,1,SKU_0150,3,3039.52,0.0,1953.49
100088,1,SKU_0444,3,380.95,11.47,221.3
100088,2,SKU_0365,1,951.68,0.0,171.32
100088,3,SKU_0202,3,3272.97,0.0,1780.39
100088,4,SKU_0155,1,3966.94,0.0,827.95
100089,1,SKU_0450,2,4333.97,0.0,1877.89
100089,2,SKU_0486,2,1819.78,93.95,725.79
100089,3,SKU_0045,3,4331.52,0.0,2404.51
100090,1,SKU_0219,2,4252.56,0.0,1466.33
100090,2,SKU_0071,3,4199.14,0.0,2249.14
100091,1,SKU_0221,1,2417.23,0.0,432.8
100091,2,SKU_0286,3,2790.78,0.0,1761.3
100092,1,SKU_0373,1,3187.05,420.87,693.73
100092,2,SKU_0156,2,3578.96,0.0,1210.53
100093,1,SKU_0055,1,543.2,0.0,106.65
100093,2,SKU_0314,1,2443.04,0.0,443.55
100094,1,SKU_0069,3,1114.68,0.0,571.96
100094,2,SKU_0199,2,3520.65,0.0,1140.22
100094,3,SKU_0392,1,5630.6,0.0,1151.69
100094,4,SKU_0104,1,609.07,84.77,129.14
100095,1,SKU_0353,2,5165.47,687.83,1903.91
100095,2,SKU_0022,3,3595.23,0.0,1980.78
100095,3,SKU_0481,3,913.86,0.0,524.3
100095,4,SKU_0232,2,3615.8,0.0,1382.12
100096,1,SKU_0377,1,3127.67,0.0,536.05
100096,2,SKU_0226,2,1085.21,0.0,407.35
100096,3,SKU_0217,2,576.18,0.0,216.43
100096,4,SKU_0331,2,903.29,0.0,373.46
100097,1,SKU_0202,2,3622.87,14.51,1415.95
100097,2,SKU_0365,1,1508.76,0.0,304.02
100098,1,SKU_0368,3,2881.82,50.24,1712.18
100098,2,SKU_0044,3,2419.08,0.0,1326.05
100099,1,SKU_0023,1,3543.76,0.0,601.47
100099,2,SKU_0075,1,806.82,0.0,144.07
100099,3,SKU_0394,2,253.62,0.0,110.39
100099,4,SKU_0002,3,1250.4,3.28,792.72
100100,1,SKU_0312,2,3435.87,303.9,1286.56
100101,1,SKU_0041,3,3417.57,0.0,2021.69
100101,2,SKU_0286,1,1721.71,0.0,279.27
100101,3,SKU_0438,1,3953.03,0.0,711.02
100101,4,SKU_0045,1,3667.24,0.0,734.64
100102,1,SKU_0495,2,856.25,0.0,283.57
100102,2,SKU_0154,2,2281.73,0.0,937.82
100103,1,SKU_0150,2,2610.81,0.0,938.6
100104,1,SKU_0269,1,3698.92,0.0,718.63
100104,2,SKU_0323,3,5198.13,0.0,2894.68
100104,3,SKU_0435,2,915.35,0.0,394.75
100104,4,SKU_0315,3,3628.02,397.1,2063.08
100105,1,SKU_0453,3,1144.68,0.0,549.77
100105,2,SKU_0013,2,4299.14,0.0,1788.22
100106,1,SKU_0212,1,480.62,0.0,77.22
100106,2,SKU_0104,3,698.59,0.0,373.08
100106,3,SKU_0282,2,3144.82,0.0,1135.16
100106,4,SKU_0371,3,1369.94,0.0,705.41
100107,1,SKU_0473,3,412.75,0.0,246.09
100107,2,SKU_0247,1,685.79,0.0,128.76
100107,3,SKU_0417,2,1757.18,0.0,681.42
100108,1,SKU_0285,3,2264.4,0.0,1412.8
100108,2,SKU_0455,2,2497.83,0.0,900.96
100108,3,SKU_0193,3,450.24,12.04,231.3
100109,1,SKU_0443,2,997.85,0.0,351.82
100110,1,SKU_0255,1,369.12,0.0,63.85
100111,1,SKU_0090,1,735.67,0.0,158.02
100111,2,SKU_0228,3,3140.26,0.0,1614.84
100111,3,SKU_0473,2,468.39,0.0,157.94
100112,1,SKU_0421,3,2372.86,0.0,1335.18
100113,1,SKU_0003,2,3964.58,0.0,1427.23
100114,1,SKU_0053,3,513.36,0.0,299.78
100115,1,SKU_0328,1,3670.84,0.0,704.57
100115,2,SKU_0396,2,403.48,0.0,142.36
100115,3,SKU_0008,3,2083.69,0.0,1206.22
100116,1,SKU_0073,3,4422.25,0.0,2179.39
100116,2,SKU_0314,2,2374.77,0.0,894.07
100116,3,SKU_0346,1,3718.8,30.96,682.46
100117,1,SKU_0316,2,3996.51,0.0,1745.84
100117,2,SKU_0387,2,3411.05,48.45,1131.35
100117,3,SKU_0159,3,174.71,20.32,91.15
100117,4,SKU_0115,1,4204.61,0.0,771.65
100118,1,SKU_0404,2,627.75,3.82,209.38
100118,2,SKU_0246,2,1736.22,0.0,681.52
100118,3,SKU_0066,3,2526.01,0.0,1360.65
100119,1,SKU_0406,2,2192.66,132.43,764.42
100120,1,SKU_0281,1,5932.21,0.0,1023.27
100120,2,SKU_0356,3,2930.99,0.0,1694.16
100121,1,SKU_0089,3,3044.06,337.86,1523.79
100121,2,SKU_0306,2,1993.75,30.11,680.15
100122,1,SKU_0036,3,1880.57,229.82,1013.5
100122,2,SKU_0331,3,885.74,0.0,566.61
100122,3,SKU_0463,3,2791.36,0.0,1567.45
100122,4,SKU_0150,2,3429.21,0.0,1377.79
100123,1,SKU_0154,3,2831.05,288.9,1724.68
100123,2,SKU_0469,2,5775.76,505.27,2435.73
100123,3,SKU_0437,2,3096.36,0.0,991.15
100124,1,SKU_0057,2,5464.37,193.58,2158.57
100124,2,SKU_0365,2,1193.79,0.0,476.92
100124,3,SKU_0244,1,2385.6,0.0,501.92
100125,1,SKU_0148,3,1557.49,0.0,787.96
100125,2,SKU_0454,2,1809.55,0.0,597.44
100126,1,SKU_0441,2,221.7,23.43,87.52
100126,2,SKU_0233,3,3625.47,446.15,1972.09
100126,3,SKU_0096,2,1619.73,0.0,656.73
100126,4,SKU_0138,2,682.37,0.0,298.46
100127,1,SKU_0361,2,375.39,0.0,126.53
100127,2,SKU_0375,3,207.22,0.0,116.81
100127,3,SKU_0041,3,3912.78,52.82,2322.31
100127,4,SKU_0340,3,2304.01,0.0,1360.17
100128,1,SKU_0274,1,2799.07,215.73,544.25
100128,2,SKU_0170,2,4165.54,0.0,1477.54
100128,3,SKU_0019,3,5722.2,0.0,2809.92
100129,1,SKU_0297,1,2188.56,0.0,456.39
100129,2,SKU_0320,1,4168.67,0.0,879.95
100129,3,SKU_0143,2,44.73,0.0,14.39
100129,4,SKU_0058,3,2817.85,0.0,1686.9
100130,1,SKU_0414,1,3738.96,393.32,638.8
100130,2,SKU_0271,1,1877.43,0.0,367.47
100130,3,SKU_0421,1,2556.7,288.93,527.25
100131,1,SKU_0339,2,947.58,0.0,309.4
100131,2,SKU_0136,1,3412.86,238.08,607.77
100132,1,SKU_0195,3,1408.41,0.0,810.51
100132,2,SKU_0223,1,1208.07,144.68,242.47
100133,1,SKU_0050,3,3071.19,440.54,1811.66
100134,1,SKU_0172,2,3743.6,56.09,1405.1
100134,2,SKU_0346,3,4054.32,0.0,2325.52
100134,3,SKU_0347,3,4148.7,0.0,2493.8
100135,1,SKU_0007,2,2691.59,42.85,974.85
100136,1,SKU_0129,1,1393.59,0.0,301.45
100136,2,SKU_0337,1,2239.38,0.0,369.91
100136,3,SKU_0310,1,4150.89,0.0,887.29
100137,1,SKU_0130,2,1074.48,150.95,462.8
100137,2,SKU_0142,2,1371.33,0.0,481.17
100138,1,SKU_0142,1,1168.52,0.0,205.07
100139,1,SKU_0092,2,2492.32,0.0,980.07
100139,2,SKU_0092,3,3209.21,70.11,1666.57
100139,3,SKU_0330,1,5051.09,0.0,818.74
100140,1,SKU_0293,3,1928.54,129.54,977.37
100141,1,SKU_0478,1,1258.92,0.0,269.76
100142,1,SKU_0264,3,1591.14,117.62,879.43
100143,1,SKU_0277,1,1910.54,273.49,319.58
100144,1,SKU_0171,3,1841.07,0.0,1004.79
100144,2,SKU_0437,2,3134.57,0.0,1246.73
100144,3,SKU_0091,3,3068.76,0.0,1638.09
100145,1,SKU_0459,1,3907.29,0.0,832.69
100145,2,SKU_0225,3,1363.09,0.0,830.88
100145,3,SKU_0304,1,2426.64,0.0,461.02
100145,4,SKU_0495,2,942.8,0.0,308.04
100146,1,SKU_0208,1,471.49,46.59,102.03
100147,1,SKU_0380,3,4066.0,0.0,2309.49
100147,2,SKU_0010,2,4044.24,0.0,1634.5
100148,1,SKU_0008,1,2161.35,0.0,404.97
100148,2,SKU_0088,3,2746.74,0.0,1564.23
100149,1,SKU_0033,1,3412.92,415.64,612.46
100149,2,SKU_0500,3,1829.04,0.0,1129.54
100150,1,SKU_0172,1,3414.97,73.21,580.83
100150,2,SKU_0190,3,2629.93,0.0,1325.5
100151,1,SKU_0399,1,1006.87,0.0,161.54
100151,2,SKU_0475,1,2714.42,0.0,502.1
100151,3,SKU_0414,2,4709.24,0.0,1802.56
100151,4,SKU_0211,1,3484.78,0.0,682.24
100152,1,SKU_0314,1,2480.77,0.0,459.26
100152,2,SKU_0286,1,1891.62,0.0,372.9
100152,3,SKU_0442,3,4398.42,0.0,2330.09
100152,4,SKU_0100,1,2546.43,262.05,483.44
100153,1,SKU_0344,1,3279.55,0.0,610.26
100153,2,SKU_0172,3,4951.87,0.0,2469.97
100154,1,SKU_0474,3,903.6,106.68,517.48
100155,1,SKU_0459,1,4081.98,0.0,755.75
100156,1,SKU_0118,1,2374.01,35.82,503.75
100156,2,SKU_0193,1,342.99,0.0,73.2
100156,3,SKU_0075,1,865.86,59.64,157.94
100157,1,SKU_0369,1,4915.45,0.0,885.54
100157,2,SKU_0017,3,2862.33,0.0,1812.71
100157,3,SKU_0235,2,1230.03,0.0,482.71
100157,4,SKU_0405,3,720.6,0.0,357.1
100158,1,SKU_0442,1,4592.2,0.0,738.75
100158,2,SKU_0220,3,3521.13,131.65,2057.41
100158,3,SKU_0457,3,1339.21,0.0,743.53
100158,4,SKU_0023,1,3664.87,0.0,679.99
100159,1,SKU_0246,3,1717.3,0.0,849.99
100159,2,SKU_0386,1,4917.16,0.0,825.9
100159,3,SKU_0152,1,1505.24,21.39,301.26
100159,4,SKU_0083,3,4310.06,0.0,2826.35
100160,1,SKU_0396,1,443.04,0.0,87.55
100160,2,SKU_0361,3,347.65,33.09,222.78
100160,3,SKU_0171,3,1549.03,0.0,938.17
100160,4,SKU_0314,3,2417.18,0.0,1430.2
100161,1,SKU_0377,1,3059.03,0.0,652.43
100161,2,SKU_0057,2,4258.25,0.0,1549.88
100161,3,SKU_0332,3,5248.78,0.0,2650.18
100162,1,SKU_0123,3,3685.88,0.0,2268.92
100162,2,SKU_0390,1,2361.43,318.16,417.1
100162,3,SKU_0033,2,3261.57,0.0,1227.72
100163,1,SKU_0232,3,2870.78,0.0,1475.3
100163,2,SKU_0453,2,1042.74,0.0,369.76
100163,3,SKU_0490,1,324.38,0.0,61.56
100164,1,SKU_0267,3,2462.95,0.0,1392.31
100164,2,SKU_0216,2,120.39,0.0,39.43
100165,1,SKU_0428,3,4159.13,0.0,2487.31
100165,2,SKU_0403,2,120.83,12.4,45.31
100166,1,SKU_0460,2,1315.71,52.05,479.75
100166,2,SKU_0148,1,1580.76,0.0,311.6
100167,1,SKU_0365,3,1113.95,0.0,567.03
100167,2,SKU_0060,1,776.74,67.36,136.41
100168,1,SKU_0106,3,93.47,0.0,47.35
100168,2,SKU_0230,3,562.72,0.0,363.34
100169,1,SKU_0477,2,3958.12,0.0,1340.72
100169,2,SKU_0497,3,2478.92,0.0,1401.34
100169,3,SKU_0149,3,702.81,84.49,380.19
100169,4,SKU_0058,3,3362.53,0.0,1800.48
100170,1,SKU_0317,1,2658.57,0.0,522.38
100170,2,SKU_0100,3,2233.23,0.0,1150.62
100170,3,SKU_0043,3,677.29,0.0,444.07
100170,4,SKU_0202,1,3973.93,0.0,852.44
100171,1,SKU_0204,1,3006.41,193.42,548.28
100171,2,SKU_0146,2,3163.63,0.0,1094.25
100171,3,SKU_0455,2,3648.29,228.02,1293.82
100172,1,SKU_0374,2,451.33,0.0,152.21
100172,2,SKU_0156,2,3983.92,0.0,1306.46
100172,3,SKU_0492,3,5146.05,69.19,3061.82
100172,4,SKU_0140,2,2402.29,0.0,826.17
100173,1,SKU_0149,3,642.87,0.0,405.15
100173,2,SKU_0156,2,3268.16,0.0,1356.11
100173,3,SKU_0079,2,4119.96,396.22,1379.78
100173,4,SKU_0341,2,4150.84,0.0,1342.44
100174,1,SKU_0253,1,4705.65,255.99,912.59
100174,2,SKU_0445,2,511.26,0.0,186.5
100174,3,SKU_0376,3,3246.55,0.0,1643.74
100175,1,SKU_0450,3,2905.51,0.0,1583.53
100175,2,SKU_0326,2,304.52,0.0,116.22
100175,3,SKU_0393,3,2636.67,0.0,1523.65
100175,4,SKU_0447,2,923.22,0.0,325.5
100176,1,SKU_0050,3,2984.7,0.0,1506.23
100176,2,SKU_0145,2,3414.87,0.0,1134.73
100176,3,SKU_0080,3,1671.17,0.0,927.7
100177,1,SKU_0060,1,753.91,0.0,151.89
100178,1,SKU_0419,2,4890.08,0.0,1665.88
100178,2,SKU_0156,1,3577.05,0.0,756.22
100179,1,SKU_0353,1,3890.84,0.0,721.71
100179,2,SKU_0391,1,258.4,30.25,42.0
100180,1,SKU_0017,3,2782.09,0.0,1790.37
100181,1,SKU_0034,2,3874.37,0.0,1667.57
100182,1,SKU_0301,1,920.97,0.0,155.4
100182,2,SKU_0383,2,2495.22,0.0,1054.52
100183,1,SKU_0259,3,2855.68,0.0,1642.56
100183,2,SKU_0367,1,2799.57,0.0,611.47
100184,1,SKU_0474,1,1330.54,170.05,242.14
100185,1,SKU_0226,3,1120.06,0.0,735.47
100185,2,SKU_0218,1,3398.92,0.0,569.04
100186,1,SKU_0267,1,3282.03,0.0,634.84
100187,1,SKU_0043,2,570.18,33.52,223.54
100188,1,SKU_0352,2,1145.17,70.55,392.4
100188,2,SKU_0036,2,2915.55,0.0,1282.4
100188,3,SKU_0252,3,724.44,0.0,363.28
100189,1,SKU_0206,3,3034.77,0.0,1492.04
100189,2,SKU_0500,1,1609.36,144.03,269.35
100189,3,SKU_0430,2,1787.03,0.0,734.03
100189,4,SKU_0411,3,411.34,22.62,270.56
100190,1,SKU_0076,2,1764.41,67.1,613.48
100190,2,SKU_0483,1,2445.98,0.0,464.46
100190,3,SKU_0014,1,3605.62,0.0,642.4
100191,1,SKU_0390,1,2828.95,221.12,587.19
100192,1,SKU_0151,3,1954.9,0.0,1223.19
100192,2,SKU_0277,3,1930.09,221.41,1232.21
100193,1,SKU_0197,2,1223.66,69.7,396.85
100194,1,SKU_0286,3,2685.93,0.0,1526.86
100194,2,SKU_0069,2,1049.96,0.0,407.66
100195,1,SKU_0338,3,2793.64,240.21,1623.68
100195,2,SKU_0081,3,3151.69,125.26,1862.8
100195,3,SKU_0181,2,2353.56,0.0,789.35
100195,4,SKU_0188,2,2725.2,0.0,996.52
100196,1,SKU_0177,2,1263.81,0.0,441.97
100196,2,SKU_0332,2,4968.64,0.0,2108.06
100196,3,SKU_0059,2,1741.36,0.0,653.55
100196,4,SKU_0443,2,932.82,0.0,300.79
100197,1,SKU_0302,1,5651.82,320.86,1013.63
100197,2,SKU_0051,2,452.83,0.0,171.9
100197,3,SKU_0416,3,3109.57,0.0,2035.2
100197,4,SKU_0104,2,845.57,0.0,355.85
100198,1,SKU_0148,2,1477.84,220.84,615.6
100198,2,SKU_0320,3,5827.24,0.0,3417.88
100199,1,SKU_0035,3,2027.16,0.0,1099.77
100199,2,SKU_0040,3,1439.32,0.0,803.03
100199,3,SKU_0277,2,2178.43,132.06,872.65
100200,1,SKU_0452,1,2488.19,0.0,484.23
100200,2,SKU_0110,3,4254.39,473.9,2247.29
100201,1,SKU_0479,3,1091.49,0.0,595.48
100201,2,SKU_0076,1,1814.06,0.0,382.13
100201,3,SKU_0211,2,3368.67,0.0,1419.95
100201,4,SKU_0137,2,955.41,0.0,352.26
100202,1,SKU_0077,1,2890.89,0.0,543.05
100203,1,SKU_0217,3,659.9,0.0,332.96
100203,2,SKU_0133,2,1724.03,0.0,751.08
100203,3,SKU_0249,1,2333.94,0.0,457.68
100203,4,SKU_0444,1,453.73,0.0,90.88
100204,1,SKU_0204,3,3186.56,0.0,1828.93
100205,1,SKU_0255,1,341.3,0.0,61.35
100205,2,SKU_0300,3,105.33,0.0,68.29
